id,parent_left,parent_right,comment,putaway_strategy_id,create_date,write_date,write_uid,partner_id,removal_strategy_id,scrap_location,location_id,company_id,complete_name,usage,create_uid,barcode,posz,posx,posy,active,name,return_location,valuation_in_account_id,valuation_out_account_id
21,76,77,,,3/23/18 14:05,3/23/18 14:05,1,,,FALSE,18,1,Physical Locations/TRUP/Quality Control,internal,1,,0,0,0,FALSE,Quality Control,FALSE,,
35,56,57,,,3/23/18 14:06,3/23/18 14:06,1,,,FALSE,30,1,Physical Locations/TM/Output,internal,1,,0,0,0,FALSE,Output,FALSE,,
34,64,67,,,3/23/18 14:06,4/23/19 15:36,6,4630,,FALSE,30,1,Ubicaciones físicas/TM/Stock,internal,1,,0,0,0,TRUE,Stock,FALSE,,
22,78,79,,,3/23/18 14:05,4/23/19 15:38,6,4628,,FALSE,18,1,Physical Locations/TRUP/Stock,internal,1,,0,0,0,TRUE,Stock,FALSE,,
18,69,82,,,3/23/18 14:05,3/23/18 14:05,1,,,FALSE,1,1,Physical Locations/TRUP,view,1,,0,0,0,TRUE,TRUP,FALSE,,
42,84,85,,,7/13/18 17:44,7/13/18 17:46,6,,,TRUE,11,,Ubicaciones físicas/CTRAL/Contramuestras,inventory,6,,0,0,0,TRUE,Contramuestras,FALSE,,
13,86,87,,,3/6/18 14:05,3/23/18 14:04,1,,,FALSE,11,1,Physical Locations/CTRAL/Input,internal,1,,0,0,0,FALSE,Input,FALSE,,
100,50,51,,,7/3/20 13:07,7/3/20 13:07,9,,,FALSE,99,1,Physical Locations/TGS/Zona de empaquetado,internal,9,,0,0,0,FALSE,Zona de empaquetado,FALSE,,
104,48,49,,,7/3/20 13:07,7/3/20 13:07,9,,,FALSE,99,1,Physical Locations/TGS/Salida,internal,9,,0,0,0,FALSE,Salida,FALSE,,
14,96,97,,,3/6/18 14:05,3/23/18 14:04,1,,,FALSE,11,1,Physical Locations/CTRAL/Quality Control,internal,1,,0,0,0,FALSE,Quality Control,FALSE,,
15,98,99,,,3/6/18 14:05,10/11/19 20:38,1,1,,FALSE,11,1,Physical Locations/CTRAL/Stock,internal,1,,0,0,0,TRUE,Stock,TRUE,,
11,83,106,,,3/6/18 14:05,3/23/18 14:04,1,,,FALSE,1,1,Physical Locations/CTRAL,view,1,,0,0,0,TRUE,CTRAL,FALSE,,
39,108,109,,,7/6/18 20:20,7/6/18 20:20,1,,,FALSE,36,1,Ubicaciones físicas/FRIO/Control de calidad,internal,1,,0,0,0,FALSE,Control de calidad,FALSE,,
38,110,111,,,7/6/18 20:20,7/6/18 20:20,1,,,FALSE,36,1,Ubicaciones físicas/FRIO/Entrada,internal,1,,0,0,0,FALSE,Entrada,FALSE,,
41,112,113,,,7/6/18 20:20,7/6/18 20:20,1,,,FALSE,36,1,Ubicaciones físicas/FRIO/Salida,internal,1,,0,0,0,FALSE,Salida,FALSE,,
40,114,119,,,7/6/18 20:20,4/23/19 15:36,6,4614,,FALSE,36,1,Ubicaciones físicas/FRIO/Stock,internal,1,,0,0,0,TRUE,Stock,FALSE,,
37,120,121,,,7/6/18 20:20,7/6/18 20:20,1,,,FALSE,36,1,Ubicaciones físicas/FRIO/Zona de empaquetado,internal,1,,0,0,0,FALSE,Zona de empaquetado,FALSE,,
81,178,181,,,7/19/19 16:29,8/27/19 15:04,8,,,FALSE,,1,ISRAEL,view,6,,0,0,0,TRUE,ISRAEL,FALSE,,
26,124,125,,,3/23/18 14:05,3/23/18 14:05,1,,,FALSE,24,1,Physical Locations/GA/Input,internal,1,,0,0,0,FALSE,Input,FALSE,,
29,126,127,,,3/23/18 14:05,3/23/18 14:05,1,,,FALSE,24,1,Physical Locations/GA/Output,internal,1,,0,0,0,FALSE,Output,FALSE,,
25,128,129,,,3/23/18 14:05,3/23/18 14:05,1,,,FALSE,24,1,Physical Locations/GA/Packing Zone,internal,1,,0,0,0,FALSE,Packing Zone,FALSE,,
27,130,131,,,3/23/18 14:05,3/23/18 14:05,1,,,FALSE,24,1,Physical Locations/GA/Quality Control,internal,1,,0,0,0,FALSE,Quality Control,FALSE,,
28,134,137,"REVISAR SI HAY PAGO PARA ENVIAR 
Si hay pago entregárselo a Pamela, gracias. ",,3/23/18 14:05,5/30/19 15:41,8,4720,,FALSE,24,1,Physical Locations/GA/Stock,internal,1,,0,0,0,TRUE,Stock,FALSE,,
24,123,140,,,3/23/18 14:05,3/23/18 14:05,1,,,FALSE,1,1,Physical Locations/GA,view,1,,0,0,0,TRUE,GA,FALSE,,
86,142,143,,,8/29/19 19:30,8/29/19 19:35,1,,,FALSE,83,1,Physical Locations/ISRAEL/Control de calidad,internal,6,,0,0,0,FALSE,Control de calidad,FALSE,,
88,148,149,,,8/29/19 19:30,8/30/19 20:22,9,,,FALSE,83,1,Physical Locations/ISRAEL/Salida,internal,6,,0,0,0,TRUE,Salida,FALSE,,
82,150,151,,,7/19/19 16:30,8/29/19 19:35,1,1,,FALSE,83,1,Physical Locations/ISRAEL/Stock,internal,6,,0,0,0,TRUE,Stock,FALSE,,
84,152,153,,,8/29/19 19:30,8/30/19 20:22,9,,,FALSE,83,1,Physical Locations/ISRAEL/Zona de empaquetado,internal,6,,0,0,0,FALSE,Zona de empaquetado,FALSE,,
10,159,160,,,3/6/18 14:05,3/6/18 14:05,1,,,FALSE,3,,Virtual Locations/Inter Company Transit,transit,1,,0,0,0,TRUE,Inter Company Transit,FALSE,,
5,161,162,,,3/6/18 14:05,2/19/19 18:21,1,,,FALSE,3,,Virtual Locations/Inventory adjustment,inventory,1,,0,0,0,TRUE,Inventory adjustment,FALSE,617,617
6,163,164,,,3/6/18 14:05,3/6/18 14:05,1,,,FALSE,3,,Virtual Locations/Procurements,procurement,1,,0,0,0,TRUE,Procurements,FALSE,,
7,165,166,,,3/6/18 14:05,2/19/19 18:29,1,,,FALSE,3,,Virtual Locations/Production,production,1,,0,0,0,TRUE,Production,FALSE,582,582
4,167,168,,,3/6/18 14:05,2/19/19 18:24,1,,,TRUE,3,,Virtual Locations/Decomiso por calidad,inventory,1,,0,0,0,TRUE,Decomiso por calidad,FALSE,618,618
43,169,170,,,2/19/19 18:23,2/19/19 18:24,1,,,TRUE,3,,Virtual Locations/Decomiso por vencimiento,inventory,1,,0,0,0,TRUE,Decomiso por vencimiento,FALSE,186,186
71,175,176,,,5/20/19 19:36,5/20/19 19:36,6,4720,,FALSE,73,1,CC/Interdicto,internal,6,,0,0,0,TRUE,Interdicto,FALSE,,
107,171,172,,,7/7/20 12:26,7/7/20 12:27,6,,,TRUE,3,,Virtual Locations/Decomiso por Donaciones,inventory,6,,0,0,0,TRUE,Decomiso por Donaciones,FALSE,665,665
101,44,45,,,7/3/20 13:07,7/3/20 13:07,9,,,FALSE,99,1,Physical Locations/TGS/Entrada,internal,9,,0,0,0,FALSE,Entrada,FALSE,,
102,42,43,,,7/3/20 13:07,7/3/20 13:07,9,,,FALSE,99,1,Physical Locations/TGS/Control de calidad,internal,9,,0,0,0,FALSE,Control de calidad,FALSE,,
103,46,47,,,7/3/20 13:07,7/3/20 13:20,6,74630,,FALSE,99,1,Physical Locations/TGS/Stock,internal,9,,0,0,0,TRUE,Stock,FALSE,,
85,144,145,,,8/29/19 19:30,8/29/19 19:35,1,,,FALSE,83,1,Physical Locations/ISRAEL/Entrada,internal,6,,0,0,0,FALSE,Entrada,FALSE,,
83,141,154,,,8/29/19 19:30,8/29/19 19:35,1,,,FALSE,1,1,Physical Locations/ISRAEL,view,6,,0,0,0,TRUE,ISRAEL,FALSE,,
99,41,52,,,7/3/20 13:07,7/3/20 13:07,9,,,FALSE,1,1,Physical Locations/TGS,view,9,,0,0,0,TRUE,TGS,FALSE,,
115,16,17,,,1/15/21 20:31,1/15/21 20:31,9,,,FALSE,114,1,Physical Locations/CER/Zona de empaquetado,internal,9,,0,0,0,FALSE,Zona de empaquetado,FALSE,,
119,14,15,,,1/15/21 20:31,1/15/21 20:31,9,,,FALSE,114,1,Physical Locations/CER/Salida,internal,9,,0,0,0,FALSE,Salida,FALSE,,
